soil_ph,nitrogen,phosphorus,potassium,rainfall_mm,temperature_c,humidity_pct,crop
6.043304899,84,51,35,197.9791215,22.30157427,80.64416466,rice
5.824709117,73,57,41,272.2017204,21.44653958,84.94375962,rice
6.3573893660000005,92,35,40,200.0882787,22.17931888,80.33127223,rice
6.364134967999999,85,37,39,224.67572310000003,24.52783742,82.73685569,rice
5.01450727,98,53,38,270.4417274,20.26707606,81.63895217,rice
6.149410611,88,54,44,233.1321372,25.7354293,83.88266234,rice
5.950660556,95,55,42,193.3473987,26.79533926,82.1480873,rice
5.960370061,99,57,35,272.29990560000005,26.75754171,81.17734011,rice
5.561398642,95,39,36,285.2493645,23.86330467,83.15250801,rice
7.416245107000001,60,43,44,298.40184710000005,21.01944696,82.95221726,rice
5.583370042,63,44,41,257.0343554,24.17298839,83.7287574,rice
6.430010215,62,42,36,248.7183228,22.78133816,82.06719137,rice
5.534878156,64,45,43,209.9001977,25.62980105,83.52842314,rice
6.903985986,83,60,36,200.834898,25.59704938,80.14509262,rice
6.271478837999999,82,40,40,298.5601175,23.83067496,84.81360127,rice
7.224285503,85,52,45,265.5355937,26.31355498,82.36698992,rice
6.13428721,91,35,38,183.6793207,24.8972823,80.52586088,rice
5.206373153,76,49,42,196.95600080000003,24.958779,84.47963372,rice
7.782051312999999,74,39,38,233.0453455,23.24113501,84.59201843,rice
7.062779015,79,43,39,210.8142087,21.66628296,80.70960551,rice
7.730367824,88,55,45,253.7202781,24.63544858,80.41363018,rice
5.286203711000001,60,36,43,219.9048349,23.43121862,83.06310136,rice
6.766240045,76,60,39,208.5810155,20.0454142,80.3477562,rice
7.382762603,93,56,42,195.0948311,23.85724032,82.22572988,rice
5.658169482000001,65,60,43,227.3637009,21.97199397,81.89918197,rice
5.543360237999999,95,52,36,286.5083725,26.22916897,83.83625819,rice
6.215109715,75,38,39,283.9338466,23.44676801,84.79352417,rice
7.120272972,74,54,38,217.3788583,25.65553461,83.47021081,rice
5.950647577000001,91,36,45,267.97619480000003,24.44345477,82.45432595,rice
7.236705436,71,46,40,191.9535738,20.2801937,82.1235421,rice
6.501697816,99,55,35,277.9626192,21.7238313,80.2389895,rice
7.592490617,72,40,38,245.1511304,20.41447029,82.20802629,rice
5.875345751,83,58,45,245.6626799,25.75528612,83.51827127,rice
6.932400225,93,58,38,279.5451717,20.61521424,83.77345559,rice
6.9462098810000015,70,36,42,202.3838319,21.84106875,80.72886384,rice
5.739175027000001,76,47,42,263.6372176,20.08369642,83.29114712,rice
6.738652179,99,41,36,182.5616319,24.45802087,82.74835604,rice
5.5948196260000005,99,54,37,198.6730942,21.14347496,80.33502926,rice
6.946636369,86,59,35,243.5120414,25.78720567,82.11124033,rice
5.012139669,69,46,41,263.1103304,23.64124821,80.28597873,rice
6.363472207999999,91,56,37,269.5039162,23.43191632,80.56887849,rice
6.880431223,61,52,41,204.8001847,24.97669518,83.891805,rice
7.300410836,67,45,38,260.8875056,22.72791041,82.17068809999998,rice
6.587918707999999,79,42,37,295.6094492000001,24.87300744,82.84022551,rice
7.283736617000001,78,43,42,192.3197536,21.32376327,83.00320459,rice
7.023936392,75,54,36,257.4914906,26.29465461,84.56919326,rice
6.939083505,97,36,45,278.0791793,22.2286982,81.85872947,rice
7.868474653,67,47,44,280.4044392,26.73072391,81.78596776,rice
5.005306977,73,35,38,185.9461429,24.88921174,81.97927117,rice
6.136131869,77,36,37,194.5766559,26.88444878,81.46033732,rice
7.5240800760000015,81,41,38,200.9133156,22.67846116,83.72874389,rice
5.706943251,68,57,43,182.9043504,26.08867875,80.37979919,rice
5.758506323,72,45,35,195.3574542,25.42977518,82.94682591,rice
6.349606327,61,53,43,223.3671883,26.40323239,81.05635517,rice
5.9999690260000005,67,43,39,186.7536773,26.04371967,84.96907151,rice
5.453592032,67,58,39,220.1156708,25.2827223,80.54372813,rice
6.372576327000001,66,60,38,231.7364957,22.08576562,83.47038318,rice
5.105588355,82,43,38,242.3170629,23.28617173,81.43321641,rice
5.9353444060000005,84,50,44,182.6549356,25.48591986,81.40633547,rice
5.17782304,81,53,42,233.7034975,23.67575393,81.03569343,rice
6.462391607000001,91,50,40,230.22422230000004,20.82477109,84.1341879,rice
7.069172227,93,53,38,290.67937830000005,26.92995077,81.91411159,rice
7.473134377,90,44,38,241.20135130000003,23.83509503,83.88387074,rice
6.158376967000001,81,45,35,218.9163567,26.52872817,80.12267476,rice
7.549873681,78,40,38,248.2256491,26.46428311,83.85642678,rice
6.028321557999999,60,51,36,256.9964761,22.69657794,82.81088865,rice
6.604993475,88,46,42,194.2651719,22.68319059,83.46358271,rice
6.500343222000001,93,47,37,295.9248796,21.53346343,82.14004101,rice
5.935745417000001,60,55,45,287.5766935000001,21.40865769,83.32931909999998,rice
7.072655622,78,35,44,183.6222657,26.54348085,84.67353597,rice
5.333322606,65,37,40,188.413665,23.35905428,83.59512273,rice
5.7499144210000015,71,54,16,87.75953857,22.61359953,63.69070564,maize
6.931756557999999,61,44,17,102.2662445,26.10018422,71.57476937,maize
6.657964753,80,43,16,66.71995467,23.55882094,71.59351368,maize
6.596060648,73,58,21,60.65171481,19.97215954,57.68272924,maize
5.970458434,61,38,20,65.43835393,18.47891261,62.69503871,maize
6.158830619,68,41,16,102.0861694,21.77689322,57.80840636,maize
6.047906679,93,41,17,105.4654703,25.6217169,66.50415474,maize
5.913664501,89,60,19,78.06639649,25.19192419,66.69029010000001,maize
5.855442401,76,44,17,65.27798457,20.41683147,62.55424820000001,maize
5.750254943,67,60,25,109.2162279,24.92162194,66.78627406,maize
5.852607099,70,44,19,94.29712821,23.31689124,73.4541537,maize
6.4725232870000005,90,49,21,74.05474936,24.84016732,68.3584573,maize
6.9670577620000005,62,52,16,63.87020584,22.27526694,58.84015925,maize
6.082973754,92,44,16,94.76189431,18.87751445,65.76816093,maize
5.919045532,66,54,21,72.12375573,25.19008683,60.200168700000006,maize
6.204747652999999,63,58,22,63.72358154,18.25405352,55.28220433,maize
6.600827017,70,47,17,104.1626147,24.612911800000006,70.4162444,maize
6.021902237000001,61,41,17,76.68456006,25.1420613,65.26185135,maize
6.033550195,66,53,19,65.49730729,23.09348056,60.11593810000001,maize
6.28886807,74,55,19,84.23613484,18.05033737,62.89366992,maize
6.550563822999999,77,57,21,79.74078719,24.9321581,73.80435276,maize
5.573286437,99,50,15,88.07753741,18.14710054,71.09445342,maize
6.829199275,74,56,22,80.97573281,18.28362235,66.65952796,maize
5.716222912,83,45,21,79.75328959999999,18.83344471,58.75082029,maize
5.54990242,100,48,16,74.51490791,25.71895816,67.22190688,maize
6.586244581,79,51,16,96.46380213,25.33797709,68.49835977,maize
5.893093135,94,39,18,102.8301942,23.89114571,57.48775781,maize
5.918263801,75,49,15,102.4852929,21.53574127,71.50905983,maize
5.588650585,78,48,22,70.43473609,23.08974909,63.10459626,maize
6.576418207000001,87,54,20,108.8303762,25.61707368,63.4711755,maize
6.178056304,87,35,25,65.88951188,21.44526922,63.1621551,maize
6.641906353,63,43,19,90.988051,18.51816776,55.53128131,maize
6.489040367,84,57,25,64.40866039,22.53510514,67.99257471,maize
5.680361037999999,64,35,23,63.03843397,23.02038334,61.89472002,maize
6.625404347999999,60,46,22,87.9298085,24.89364635,65.61418761,maize
6.524478032,98,44,21,107.4931917,25.77175115,74.089114,maize
5.696205468,75,56,18,60.95197486,19.39851734,62.35750641,maize
6.803931519,86,55,21,109.7515385,21.54156232,59.64024162,maize
6.252797547999999,98,35,18,91.76337172,23.79746068,74.82913698,maize
6.092725883,76,57,18,94.26249353,18.9802729,74.52600826,maize
6.234330356,99,56,17,71.07562236,24.10859207,73.13112261,maize
5.722579819,60,44,23,76.72860067,24.7947077,70.04556743,maize
6.430616465,74,48,17,69.21803098,21.63162756,60.27766379,maize
5.983952675,89,60,17,101.7004306,25.37548751,57.21025565,maize
6.80163854,69,51,23,106.6213157,22.21738222,72.85462807,maize
6.499936446,96,46,22,66.29390357,20.58314011,69.00128641,maize
6.265564338,61,60,15,91.26056654,24.87502824,68.74248334,maize
6.727303282,74,58,18,109.024141,20.03728219,56.35606753,maize
6.325235159,74,43,23,99.57981207,25.95263264,61.89082199,maize
6.807487794,63,43,17,71.3195307,19.28889933,65.47050802,maize
6.671085817000001,99,36,20,78.34604471,20.57981887,65.34583901,maize
6.648725327,77,36,23,88.45361858,24.71417533,56.73426469,maize
6.439071996,87,60,23,62.50351892,20.27317074,63.91281869,maize
6.474476516,60,38,17,76.41312437,18.41932981,64.23580251,maize
5.871647806,94,54,17,107.3198135,23.39128187,61.74427165,maize
5.730617109,95,38,22,100.7689246,19.84939404,61.24500053,maize
5.850439831,84,44,21,107.2681929,21.869274,61.91044947,maize
5.791649933,77,58,19,101.5952794,22.8056033,56.50768935,maize
6.740000687999999,66,44,20,80.72515943,19.0781471,69.02298571,maize
6.272417541,63,35,16,83.73280082,22.02720976,65.35549924,maize
5.715208817000001,79,45,20,89.96220140000001,23.80546189,59.24537979,maize
5.773454729,72,60,25,88.10234397,18.52510753,69.0276233,maize
5.584171461,67,51,24,64.77791424,23.50297882,61.32026065,maize
5.787268394,86,36,24,73.33636055,26.54986394,72.89187265,maize
5.77597783,76,48,18,83.21030571,19.29563411,69.63481219,maize
6.864793607,75,53,18,103.651438,20.68899915,59.4375337,maize
6.192360002999999,81,45,23,84.22969177,19.32666088,68.03449300000001,maize
6.636803222999999,73,45,21,96.59195302,24.60532218,73.58868502,maize
5.826426917,71,35,24,67.96704792,22.27373646,59.52193158,maize
6.960358276,96,54,22,83.20711308,25.70196694,61.33450447,maize
6.11275104,99,39,18,87.85092352,19.20129357,68.30578978,maize
6.708446922,62,48,20,95.71388473,21.70181447,60.47470519,maize
5.561510732,86,37,16,67.61013737,20.51716779,59.21235483,maize
5.873242491,94,50,19,97.59081274,23.30355338,73.62548442,maize
6.995843776,76,39,24,64.23845455,24.2547451,55.64709899,maize
5.714799723,77,52,17,75.82270467,24.86374934,65.7420046,maize
6.78073637,74,39,23,88.17251033,22.6265115,65.77472881,maize
5.513697923,81,49,20,104.2321615,18.04185513,60.61494304,maize
5.798423907999999,63,42,21,67.10225139,23.26237612,72.33125523,maize
6.352471866,99,38,21,67.72777298,22.88330922,71.59722446,maize
6.822586546,90,52,25,103.2234212,25.97482359,69.36385721,maize
6.655426355,68,40,19,107.2361366,26.14384005,66.20569924,maize
6.1212940410000005,60,57,24,75.03247667,18.66116213,61.55327249,maize
5.790770202999999,71,52,18,78.16077693,25.10787449,55.97732754,maize
6.47444292,61,59,17,105.0083144,23.33844615,59.24580604,maize
6.455116637000001,88,38,15,62.49190812,25.08239719,65.92195844,maize
6.6069840860000015,65,60,22,107.9124111,25.36768364,72.52054555,maize
6.330554389,78,37,22,74.52082026,25.34217103,63.31801994,maize
6.5286312660000005,78,58,15,62.91359494,25.00933355,67.816568,maize
5.721667141,92,60,23,69.93293255,18.66746724,71.516474,maize
6.644205485,79,59,17,108.5054416,20.37999665,63.73849998,maize
6.376651091,91,55,15,78.96159541,18.09300227,72.61024172,maize
6.247040422,76,51,18,79.84925393,26.16985907,71.96246617,maize
6.656730007999999,87,48,25,93.62039175,18.65396672,61.37879671,maize
6.2048017,71,60,22,85.75692395,26.07470121,59.37147589,maize
6.158860284,90,57,24,82.34162918,18.92851916,72.80086137,maize
6.385684213999999,67,35,22,108.7603001,23.30546753,63.24648023,maize
6.417820493,60,54,19,70.23401597,18.74826712,62.49878458,maize
6.381201909,83,58,23,65.50861389,19.74213321,59.66263104,maize
6.877869005,83,57,19,98.73771338,25.73044432,70.74739256,maize
7.485996067,40,72,77,88.55123143,17.02498456,16.98861173,chickpea
6.920251378,23,72,84,79.92698081,19.02061277,17.13159126,chickpea
5.9969320370000005,39,58,85,68.54932919,17.88776475,15.40589717,chickpea
6.391173589,22,72,85,88.51048983,18.86805647,15.65809214,chickpea
7.152811172000001,36,67,77,79.26357665,18.36952567,19.56381041,chickpea
5.988992796000002,32,73,81,92.68373702,20.45078582,15.40312102,chickpea
6.231049027999999,58,70,84,74.6631118,20.6543203,16.60820843,chickpea
7.550808267000001,59,70,84,82.61734721,17.3348681,18.74926979,chickpea
7.010570541,42,62,75,81.84997529,18.17912258,18.90426935,chickpea
8.753795334,28,74,81,81.98568791,18.01272266,18.30968112,chickpea
8.718192847000001,58,66,79,93.55280105,20.99373558,19.33470387,chickpea
7.976607593,43,66,79,74.58565097,19.46233971,15.22538951,chickpea
6.515499548999999,58,63,81,78.96514709,19.81344531,14.69765308,chickpea
8.490127142,23,62,85,80.7108745,18.97424756,19.5161216,chickpea
6.576415562,27,62,77,70.18185181,18.19737048,14.71070537,chickpea
6.481783042999999,28,72,84,71.58010169,18.72963144,19.18197264,chickpea
7.966605025,50,56,76,73.50734019,20.99502153,19.8601304,chickpea
8.140825437,39,71,84,82.52339655,20.28155898,16.39535215,chickpea
7.228963452,25,78,76,66.96980581,17.48042641,15.7559405,chickpea
6.492546046,31,70,77,90.46228334,20.88818675,14.32313811,chickpea
7.528599957000001,26,80,83,71.31007253,17.08498521,16.14565756,chickpea
7.701446446,25,68,77,85.74904898,20.09340593,15.11279612,chickpea
8.519975748,31,78,76,89.31050665,17.57212145,14.99927489,chickpea
6.620900869,60,68,83,85.52950164,19.12065218,18.43475844,chickpea
8.104396057999999,59,62,83,72.94940441,18.57665902,19.22008229,chickpea
6.204090835,22,67,78,72.32667516,17.16606398,14.42457525,chickpea
6.051091339,36,65,80,74.87445574,18.2872007,16.67921616,chickpea
7.690962337999999,59,60,84,94.70992037,19.03025305,18.66725565,chickpea
7.8292111439999985,54,77,85,83.74606679,17.141861399999996,17.0662427,chickpea
6.761599706,43,68,81,78.92060234,17.47809436,17.93253975,chickpea
6.654425315,28,76,82,83.75937135,20.56601874,14.25803981,chickpea
6.129533877,42,79,85,76.57580954,17.22385224,15.82069268,chickpea
8.829273328,32,60,83,91.76071648,19.69141713,19.44225438,chickpea
8.621662982,22,78,76,76.32470713,17.84851658,19.09172907,chickpea
8.204862075,31,79,75,89.73119396,18.8202251,16.1074793,chickpea
6.18042747,28,58,81,93.35034262,17.47500984,16.54314829,chickpea
7.978996755,57,58,77,81.20176515,18.72649425,17.58406365,chickpea
7.863113671,49,55,78,81.70769297,18.65580107,16.17772668,chickpea
6.967843048,46,76,77,83.74879344,18.2356751,19.68538502,chickpea
6.206582192999999,54,61,77,77.54294240000002,18.81198127,15.21618225,chickpea
8.868741443,38,60,76,77.92798682,18.65054116,17.80852431,chickpea
8.766128654,59,55,79,82.2545577,20.36720401,16.89574311,chickpea
8.736337905,36,76,75,70.52056697,18.38120357,16.63805158,chickpea
8.081095263,57,68,81,72.78624223,17.17012591,17.30457712,chickpea
6.138243973,35,66,81,85.24819851,19.37101121,15.77458129,chickpea
7.496645259,35,64,78,85.37378769,17.92845928,14.27327988,chickpea
8.380185271,52,60,79,75.6317566,19.45339934,18.23490739,chickpea
6.289614016,27,76,83,89.61857826,19.12829388,14.92241479,chickpea
6.586777189,57,60,84,75.49101167,19.1034283,17.26184541,chickpea
6.89655198,52,68,78,86.05078037,17.48504075,16.96070581,chickpea
7.8067476560000015,43,79,79,80.25064637,19.40751744,18.98030507,chickpea
7.150681303,44,74,85,78.26039559,20.18649426,19.63719995,chickpea
6.64919573,24,55,78,75.57790384,17.30287885,15.15405941,chickpea
7.778591617999999,29,77,75,72.9446671,17.50361137,15.48083156,chickpea
6.358740355,20,60,78,90.7760707,18.17234999,14.70085967,chickpea
8.255450758,56,67,78,77.81891424,17.57445618,16.71826572,chickpea
6.456148474,37,66,85,78.06910795,20.93175255,18.91295403,chickpea
6.613072145,49,71,76,85.57925437,19.71098332,17.63879418,chickpea
8.165359297,59,69,80,69.40619137,19.07937684,17.86754927,chickpea
7.64867466,20,79,77,76.32565249,18.54988627,16.02542689,chickpea
6.545888558,24,56,85,80.6405403,18.19903647,17.41333199,chickpea
7.1042247970000005,51,72,75,80.11133840000002,18.88852533,14.99451145,chickpea
7.358099622,57,73,85,91.94595352,18.49311205,14.72115044,chickpea
6.4740245000000005,22,64,82,87.51312796,19.48974337,17.17260319,chickpea
7.840339388999999,52,73,79,94.00287214,17.25769499,18.74943955,chickpea
7.064790365,29,75,75,88.4585692,19.62416326,18.71483156,chickpea
7.599033472,44,59,78,84.78344008,20.67526473,19.85388984,chickpea
6.715587232000001,41,69,82,68.97806542,20.02381489,16.63294455,chickpea
6.81712422,52,56,85,88.68168643,20.118744600000007,14.44228303,chickpea
7.985417393,34,76,80,65.23811143,20.65691793,15.84572566,chickpea
7.545258424,42,74,83,65.78042032,19.2582557,14.2804191,chickpea
7.728998197,34,71,79,74.63872762,17.927806,15.85622899,chickpea
7.354973451,27,73,79,82.69766829,19.16288268,15.83500655,chickpea
7.313122235,30,70,79,69.64449182,20.26942271,19.96978871,chickpea
7.785039076,57,57,75,87.27444866,17.09104223,18.25142068,chickpea
6.307004922999999,27,79,82,70.87150577,17.06579293,17.54024066,chickpea
6.4039823160000005,32,71,85,92.06630306,20.62767492,14.44008871,chickpea
7.599279991,31,76,82,79.20509212,20.8248451,17.85057083,chickpea
7.217018459,33,75,84,68.81405149,19.46210401,18.72831993,chickpea
7.561108006,47,80,77,72.85017344,17.18248372,16.42891834,chickpea
7.489545074,54,62,80,79.45758333,17.48911699,16.39055394,chickpea
6.609696734,47,79,78,65.11365631,17.48395377,14.76014523,chickpea
7.476800943,35,57,83,80.4986291,19.48316794,17.44534641,chickpea
7.325451279,53,73,77,73.64476535,19.71359733,18.09665739,chickpea
6.489389282,45,61,78,81.52842690000001,19.48649305,16.06240074,chickpea
7.786366322,37,78,79,88.6810311,19.95264829,14.82633099,chickpea
6.4084378860000015,30,75,81,68.4951189,19.41789736,16.80472243,chickpea
8.423873703,37,55,82,78.44910564,19.45591848,18.02235902,chickpea
8.719960893,53,65,76,77.33795356,20.19137759,16.41998269,chickpea
7.811997977000001,22,60,85,94.78189594,18.8392908,14.74071856,chickpea
6.317153205,60,61,78,94.03659867,20.71219282,19.83643308,chickpea
7.114405288,42,67,77,78.69707199,18.99424448,15.9362937,chickpea
8.135900726000001,39,76,76,69.15759062,19.96837462,15.57324389,chickpea
7.714153037999999,35,63,76,90.82097601,17.81564548,17.60756635,chickpea
7.103798069,30,65,82,76.77888672,20.71424384,15.27824066,chickpea
8.861479668,57,56,78,67.9545435,17.34150229,18.75626255,chickpea
7.861128148,48,65,78,73.0926704,17.43732714,14.33847406,chickpea
7.4526709,36,56,83,69.09512477,18.89780215,19.76182946,chickpea
7.168096055,40,58,75,89.60982451,18.59190771,14.77959596,chickpea
7.26311855,49,69,82,81.78710463,18.31561493,15.36143547,chickpea
5.68597166,13,60,25,128.256862,17.13692774,20.59541693,kidneybeans
5.759237003,25,70,16,106.3598183,19.63474332,18.90705639,kidneybeans
5.873171894,31,55,22,109.225556,22.91350245,21.33953114,kidneybeans
5.926676985,40,64,16,140.3717815,16.43340342,24.24045875,kidneybeans
5.95561668,2,61,20,76.64128258,22.13974653,23.02251117,kidneybeans
5.9499490810000015,26,65,22,143.09841709999995,17.84806561,18.77621951,kidneybeans
5.789214288999999,17,57,21,60.91974792,19.88394011,20.31564139,kidneybeans
5.581021521,26,80,18,104.7783947,19.32509638,23.3334788,kidneybeans
5.689858133,17,59,17,132.9801054,18.416700100000003,23.42829938,kidneybeans
5.794158503999999,27,59,22,130.0608093,21.81167649,23.20591245,kidneybeans
5.748190462999999,28,58,24,143.7630894,19.72702528,18.28173015,kidneybeans
5.566522896,25,57,19,87.99669731,17.15432954,19.87070659,kidneybeans
5.809419584,28,80,17,144.1567454,19.62207826,18.67170854,kidneybeans
5.887263027,25,60,22,134.3649948,21.63149148,21.17919701,kidneybeans
5.99812453,12,78,23,88.06638775,16.06522754,18.72479695,kidneybeans
5.792744849,6,77,25,69.63833855,20.61162204,24.36314135,kidneybeans
5.912289889,22,79,17,116.5206923,21.42451099,20.39659714,kidneybeans
5.7883869510000014,27,80,15,86.21917578,19.07096165,21.21092266,kidneybeans
5.728233081,10,55,23,137.1948633,21.18853178,19.63438599,kidneybeans
5.833940084,23,65,20,108.3684316,23.0429097,22.42610972,kidneybeans
5.967533236,19,78,16,67.71768947,20.65375833,23.10538637,kidneybeans
5.6250964460000015,19,65,25,144.7902323,18.09551014,18.29318436,kidneybeans
5.515615023,22,70,19,69.44951585,18.23775702,21.07643273,kidneybeans
5.954665349,37,64,22,121.9401369,17.48189735,18.8251973,kidneybeans
5.74644777,11,71,17,82.68554379,19.9191786,21.47324158,kidneybeans
5.877347515,18,79,20,139.7521543,20.27514686,23.2353604,kidneybeans
5.979973965,21,63,17,108.3441414,15.77370214,19.2303162,kidneybeans
5.635993966,24,80,22,96.77285817,16.71170642,19.17651433,kidneybeans
5.635231778,34,60,22,100.6711761,17.66148158,18.15302753,kidneybeans
5.679224346,16,75,21,87.05132890000002,18.50692825,23.61670065,kidneybeans
5.670062975,17,77,23,64.19497947,24.51324787,20.81527638,kidneybeans
5.724242065,37,72,18,105.4120514,18.87614998,24.54038287,kidneybeans
5.811314232000001,40,73,20,61.13872036,21.59343016,20.31871249,kidneybeans
5.783425416,9,77,17,106.158201,20.12373284,24.45202552,kidneybeans
5.607808432000001,1,62,23,139.0302034,15.43546065,18.37477907,kidneybeans
5.946999529,33,59,22,122.3886015,22.64236876,21.59396123,kidneybeans
5.852046999,23,59,19,129.5650601,21.98560799,24.87304788,kidneybeans
5.824090984,6,62,22,120.4509288,20.53052663,18.09224048,kidneybeans
5.502999119,25,63,20,95.17028129,15.78601387,21.14544088,kidneybeans
5.821649914,7,79,23,96.65888933,19.6365349,19.68751084,kidneybeans
5.711439256,8,72,17,87.87869161,20.57341244,19.7520218,kidneybeans
5.514927264,27,64,15,138.2362122,20.16080524,24.84207559,kidneybeans
5.99616119,28,66,23,120.6913038,21.53989176,24.25386207,kidneybeans
5.695422862999999,32,57,18,107.3850593,15.53834801,23.75560241,kidneybeans
5.833010957999999,27,56,22,108.6434544,19.91853092,20.70099804,kidneybeans
5.568456899,17,77,24,109.0193712,20.76952209,18.93146941,kidneybeans
5.645435626,0,65,15,95.84253438,23.46168338,23.22197648,kidneybeans
5.821194486,13,72,21,60.27552528,24.32116642,21.0278674,kidneybeans
5.659254981,34,60,23,100.0497183,20.12574053,24.96969858,kidneybeans
5.945465949,9,80,19,125.0972687,21.80619564,18.57086554,kidneybeans
5.9511774520000005,11,72,20,113.334026,19.52226241,24.92607153,kidneybeans
5.520880013999999,3,67,24,103.2926407,17.00067625,19.90790546,kidneybeans
5.578410206,35,69,23,75.45328039,16.78791503,24.96881755,kidneybeans
5.608165195,3,77,25,62.21292186,24.84906168,22.89464642,kidneybeans
5.609435127999999,23,62,19,98.77794225,16.51783455,20.4555596,kidneybeans
5.509295379,22,71,17,107.6907964,18.15300153,19.38602098,kidneybeans
5.902033406,31,79,25,63.38208822,23.18864385,22.3104551,kidneybeans
5.744117663,34,59,18,87.66898664,23.38002569,21.98879437,kidneybeans
5.717143397,12,63,17,138.414764,18.358923,19.37703396,kidneybeans
5.542690119,27,56,20,94.9533526,19.25975367,20.51346956,kidneybeans
5.858617867,7,63,24,107.7315386,22.95458237,24.03553105,kidneybeans
5.618844277000001,24,67,22,104.6252153,20.120043,22.89845607,kidneybeans
5.6066203460000015,11,71,24,141.6056722,21.14011423,22.7182355,kidneybeans
5.582178402,37,74,15,62.7089169,24.92360104,18.22590825,kidneybeans
5.56503533,25,76,24,135.3315583,15.33042636,24.91506728,kidneybeans
5.889614577000001,34,66,17,125.084915,18.81097271,21.27833035,kidneybeans
5.934136378,20,69,15,107.4137246,23.44260668,22.77255917,kidneybeans
5.683548308,37,65,16,63.59276673,22.8352024,18.97267518,kidneybeans
5.70836603,18,74,15,146.4727237,24.9035819,22.27512704,kidneybeans
5.948164454,4,67,25,119.6404412,23.78709569,24.35679348,kidneybeans
5.774755143999999,37,56,25,126.7265372,22.05592283,19.60379304,kidneybeans
5.97229163,5,59,15,134.1811718,18.87492997,20.18238348,kidneybeans
5.532100554,11,61,21,135.33780330000002,18.62328774,23.02410338,kidneybeans
5.669560726,22,80,20,100.118612,23.00884744,18.86880997,kidneybeans
5.655726817000001,12,61,19,68.51253427,19.33162606,24.13995025,kidneybeans
5.591704013999999,5,74,21,66.97053257,16.24469193,21.35793891,kidneybeans
5.932323085,27,69,22,69.14681022,17.91652287,24.90814655,kidneybeans
5.824208308999999,31,75,18,88.88796102,15.46789263,21.43780702,kidneybeans
5.86442953,36,68,20,81.83420522,17.06104474,23.77201471,kidneybeans
5.866744372,5,65,16,109.1013261,21.32776028,18.48522915,kidneybeans
5.706198621,32,79,15,81.60211243,23.90910104,20.74619325,kidneybeans
5.940546818,11,78,22,112.6616435,23.89756791,22.74378977,kidneybeans
5.916779289,0,55,22,143.85849380000005,22.98666928,20.57940608,kidneybeans
5.779090476,14,59,15,146.4548645,21.35135729,22.91244883,kidneybeans
5.82738029,29,68,23,116.7324324,24.1638445,19.27907819,kidneybeans
5.514234138,32,68,19,149.7441028,24.62835037,18.18325169,kidneybeans
5.662699104,17,64,17,124.6118471,21.02213209,24.93896255,kidneybeans
5.86390397,13,69,19,115.199245,17.30844532,20.01730914,kidneybeans
5.624690247999999,14,67,22,84.64143632,23.82576704,24.75485098,kidneybeans
5.591560999,9,69,20,129.3449326,19.30607278,23.96362799,kidneybeans
5.976312537999999,20,73,22,130.3900798,16.03768615,22.33195853,kidneybeans
5.669236258,40,78,20,80.15293435,19.18572809,20.83398341,kidneybeans
5.961934481,27,72,23,64.02640797,19.92889503,21.79992115,kidneybeans
5.690065688,14,67,15,139.2921004,19.56376468,24.67385131,kidneybeans
5.698371311,7,56,18,76.14153904,18.31357543,24.32991649,kidneybeans
